Kod TERYT,Nazwa województwa,Rok zgonu,Miesiąc zgonu,Zgony kobiet Przedział wiekowy 0-64 lata,Zgony kobiet Przedział wiekowy 65 lat i więcej,Zgony mężczyn Przedział wiekowy 0-64 lata,Zgony mężczyzn Przedział wiekowy 65 lat i więcej
12,MAŁOPOLSKIE,2016,7,163,975,417,842
12,MAŁOPOLSKIE,2016,8,135,1008,436,766
12,MAŁOPOLSKIE,2016,9,151,949,439,801
12,MAŁOPOLSKIE,2016,10,164,1056,436,944
12,MAŁOPOLSKIE,2016,11,167,1064,414,887
12,MAŁOPOLSKIE,2016,12,163,1150,434,1000
14,MAZOWIECKIE,2016,1,343,2117,857,1672
14,MAZOWIECKIE,2016,2,354,1955,805,1599
14,MAZOWIECKIE,2016,3,347,1948,905,1650
14,MAZOWIECKIE,2016,4,269,1785,775,1458
14,MAZOWIECKIE,2016,5,334,1847,814,1464
14,MAZOWIECKIE,2016,6,312,1694,789,1383
14,MAZOWIECKIE,2016,7,349,1739,821,1391
14,MAZOWIECKIE,2016,8,350,1724,775,1398
14,MAZOWIECKIE,2016,9,324,1723,800,1418
14,MAZOWIECKIE,2016,10,330,1892,803,1576
14,MAZOWIECKIE,2016,11,297,1806,795,1484
14,MAZOWIECKIE,2016,12,364,2101,928,1754
16,OPOLSKIE,2016,1,64,388,158,300
16,OPOLSKIE,2016,2,58,351,137,297
16,OPOLSKIE,2016,3,60,344,151,292
16,OPOLSKIE,2016,4,59,341,139,265
16,OPOLSKIE,2016,5,54,332,148,270
16,OPOLSKIE,2016,6,51,304,135,263
16,OPOLSKIE,2016,7,55,302,118,260
16,OPOLSKIE,2016,8,53,322,135,237
16,OPOLSKIE,2016,9,42,317,139,271
16,OPOLSKIE,2016,10,56,366,140,295
16,OPOLSKIE,2016,11,80,344,133,298
16,OPOLSKIE,2016,12,86,375,178,299
18,PODKARPACKIE,2016,1,108,728,261,595
18,PODKARPACKIE,2016,2,89,722,249,545
18,PODKARPACKIE,2016,3,79,678,246,601
18,PODKARPACKIE,2016,4,95,642,259,545
18,PODKARPACKIE,2016,5,103,623,267,531
18,PODKARPACKIE,2016,6,70,632,227,530
18,PODKARPACKIE,2016,7,99,587,232,490
18,PODKARPACKIE,2016,8,96,593,249,532
18,PODKARPACKIE,2016,9,105,563,249,471
18,PODKARPACKIE,2016,10,101,671,294,530
18,PODKARPACKIE,2016,11,80,623,257,519
18,PODKARPACKIE,2016,12,100,687,265,583
20,PODLASKIE,2016,1,73,403,173,371
20,PODLASKIE,2016,2,69,403,168,351
20,PODLASKIE,2016,3,56,427,177,365
20,PODLASKIE,2016,4,64,392,142,348
20,PODLASKIE,2016,5,66,381,179,336
20,PODLASKIE,2016,6,54,394,164,311
20,PODLASKIE,2016,7,65,385,212,320
20,PODLASKIE,2016,8,64,382,192,311
20,PODLASKIE,2016,9,53,385,159,343
20,PODLASKIE,2016,10,66,428,167,347
20,PODLASKIE,2016,11,64,427,157,339
20,PODLASKIE,2016,12,58,457,170,386
22,POMORSKIE,2016,1,162,760,338,643
22,POMORSKIE,2016,2,125,726,319,597
22,POMORSKIE,2016,3,163,722,327,614
22,POMORSKIE,2016,4,154,640,338,598
22,POMORSKIE,2016,5,143,686,324,586
22,POMORSKIE,2016,6,126,627,264,579
22,POMORSKIE,2016,7,133,596,350,559
22,POMORSKIE,2016,8,139,642,332,575
22,POMORSKIE,2016,9,130,630,294,565
22,POMORSKIE,2016,10,160,683,345,619
22,POMORSKIE,2016,11,157,713,306,580
22,POMORSKIE,2016,12,139,767,324,662
24,ŚLĄSKIE,2016,1,398,1775,859,1409
24,ŚLĄSKIE,2016,2,392,1568,714,1303
24,ŚLĄSKIE,2016,3,404,1717,778,1430
24,ŚLĄSKIE,2016,4,342,1535,748,1312
24,ŚLĄSKIE,2016,5,325,1531,796,1299
24,ŚLĄSKIE,2016,6,320,1428,733,1244
24,ŚLĄSKIE,2016,7,314,1455,710,1250
24,ŚLĄSKIE,2016,8,352,1468,709,1204
24,ŚLĄSKIE,2016,9,328,1450,736,1248
24,ŚLĄSKIE,2016,10,337,1600,788,1338
24,ŚLĄSKIE,2016,11,343,1644,747,1329
24,ŚLĄSKIE,2016,12,379,1763,841,1480
26,ŚWIĘTOKRZYSKIE,2016,1,87,501,192,387
26,ŚWIĘTOKRZYSKIE,2016,2,84,436,176,375
26,ŚWIĘTOKRZYSKIE,2016,3,70,510,213,422
26,ŚWIĘTOKRZYSKIE,2016,4,67,465,191,374
26,ŚWIĘTOKRZYSKIE,2016,5,78,461,189,423
26,ŚWIĘTOKRZYSKIE,2016,6,74,450,199,352
26,ŚWIĘTOKRZYSKIE,2016,7,78,473,198,353
26,ŚWIĘTOKRZYSKIE,2016,8,69,403,203,350
26,ŚWIĘTOKRZYSKIE,2016,9,72,433,192,353
26,ŚWIĘTOKRZYSKIE,2016,10,73,472,226,412
26,ŚWIĘTOKRZYSKIE,2016,11,65,441,202,417
26,ŚWIĘTOKRZYSKIE,2016,12,95,563,236,487
28,WARMIŃSKO-MAZURSKIE,2016,1,106,479,266,385
28,WARMIŃSKO-MAZURSKIE,2016,2,103,404,206,376
28,WARMIŃSKO-MAZURSKIE,2016,3,85,456,248,425
28,WARMIŃSKO-MAZURSKIE,2016,4,98,401,236,362
28,WARMIŃSKO-MAZURSKIE,2016,5,98,421,228,405
28,WARMIŃSKO-MAZURSKIE,2016,6,102,384,233,344
28,WARMIŃSKO-MAZURSKIE,2016,7,112,364,245,370
28,WARMIŃSKO-MAZURSKIE,2016,8,87,418,229,366
28,WARMIŃSKO-MAZURSKIE,2016,9,75,394,225,363
28,WARMIŃSKO-MAZURSKIE,2016,10,102,461,243,393
28,WARMIŃSKO-MAZURSKIE,2016,11,102,431,229,368
28,WARMIŃSKO-MAZURSKIE,2016,12,97,442,255,367
30,WIELKOPOLSKIE,2016,1,217,1136,557,948
30,WIELKOPOLSKIE,2016,2,218,1084,493,873
30,WIELKOPOLSKIE,2016,3,268,1117,483,934
30,WIELKOPOLSKIE,2016,4,220,1027,490,882
30,WIELKOPOLSKIE,2016,5,239,1041,495,872
30,WIELKOPOLSKIE,2016,6,217,998,460,810
30,WIELKOPOLSKIE,2016,7,168,999,481,850
30,WIELKOPOLSKIE,2016,8,198,962,493,819
30,WIELKOPOLSKIE,2016,9,230,956,449,818
30,WIELKOPOLSKIE,2016,10,202,1068,512,933
30,WIELKOPOLSKIE,2016,11,207,1055,478,913
30,WIELKOPOLSKIE,2016,12,223,1184,501,952
32,ZACHODNIOPOMORSKIE,2016,1,136,578,313,501
32,ZACHODNIOPOMORSKIE,2016,2,116,594,307,458
32,ZACHODNIOPOMORSKIE,2016,3,140,574,334,493
32,ZACHODNIOPOMORSKIE,2016,4,117,498,252,457
32,ZACHODNIOPOMORSKIE,2016,5,121,527,306,455
32,ZACHODNIOPOMORSKIE,2016,6,114,455,282,403
32,ZACHODNIOPOMORSKIE,2016,7,114,491,251,408
32,ZACHODNIOPOMORSKIE,2016,8,133,480,278,468
32,ZACHODNIOPOMORSKIE,2016,9,109,438,265,429
32,ZACHODNIOPOMORSKIE,2016,10,113,538,314,492
32,ZACHODNIOPOMORSKIE,2016,11,117,537,275,477
32,ZACHODNIOPOMORSKIE,2016,12,121,597,296,471
2,DOLNOŚLĄSKIE,2015,9,208,816,463,697
2,DOLNOŚLĄSKIE,2015,10,203,1001,534,745
2,DOLNOŚLĄSKIE,2015,11,212,927,474,772
2,DOLNOŚLĄSKIE,2015,12,206,1020,501,834
4,KUJAWSKO-POMORSKIE,2015,9,126,520,286,492
4,KUJAWSKO-POMORSKIE,2015,10,149,598,322,530
4,KUJAWSKO-POMORSKIE,2015,11,144,599,321,516
4,KUJAWSKO-POMORSKIE,2015,12,146,690,305,587
6,LUBELSKIE,2015,9,109,597,284,489
6,LUBELSKIE,2015,10,93,705,332,625
6,LUBELSKIE,2015,11,115,752,293,598
6,LUBELSKIE,2015,12,111,779,348,648
8,LUBUSKIE,2015,9,56,261,148,208
8,LUBUSKIE,2015,10,63,293,152,273
8,LUBUSKIE,2015,11,73,309,178,245
8,LUBUSKIE,2015,12,85,317,176,241
10,ŁÓDZKIE,2015,9,162,879,395,626
10,ŁÓDZKIE,2015,10,187,941,453,757
10,ŁÓDZKIE,2015,11,218,952,504,763
10,ŁÓDZKIE,2015,12,194,1022,522,779
12,MAŁOPOLSKIE,2015,9,172,926,419,777
12,MAŁOPOLSKIE,2015,10,221,1030,390,903
12,MAŁOPOLSKIE,2015,11,151,1020,404,803
12,MAŁOPOLSKIE,2015,12,176,1055,468,879
14,MAZOWIECKIE,2015,9,357,1613,755,1279
14,MAZOWIECKIE,2015,10,372,1852,842,1515
14,MAZOWIECKIE,2015,11,310,1853,859,1511
14,MAZOWIECKIE,2015,12,352,1834,854,1507
16,OPOLSKIE,2015,9,59,310,153,236
16,OPOLSKIE,2015,10,59,347,142,274
16,OPOLSKIE,2015,11,64,344,127,293
16,OPOLSKIE,2015,12,56,349,164,298
18,PODKARPACKIE,2015,9,108,580,242,481
18,PODKARPACKIE,2015,10,88,640,242,520
18,PODKARPACKIE,2015,11,110,660,267,513
18,PODKARPACKIE,2015,12,98,596,276,505
20,PODLASKIE,2015,9,63,369,172,331
20,PODLASKIE,2015,10,61,414,182,375
20,PODLASKIE,2015,11,54,386,160,337
20,PODLASKIE,2015,12,66,373,171,347
22,POMORSKIE,2015,9,143,624,297,512
22,POMORSKIE,2015,10,144,662,327,542
22,POMORSKIE,2015,11,136,700,342,555
22,POMORSKIE,2015,12,171,699,333,580
24,ŚLĄSKIE,2015,9,373,1322,691,1160
24,ŚLĄSKIE,2015,10,350,1562,779,1260
24,ŚLĄSKIE,2015,11,381,1525,784,1319
24,ŚLĄSKIE,2015,12,398,1579,796,1329
26,ŚWIĘTOKRZYSKIE,2015,9,60,355,170,353
26,ŚWIĘTOKRZYSKIE,2015,10,75,467,227,383
26,ŚWIĘTOKRZYSKIE,2015,11,54,433,221,411
26,ŚWIĘTOKRZYSKIE,2015,12,72,439,209,422
28,WARMIŃSKO-MAZURSKIE,2015,9,72,379,211,301
28,WARMIŃSKO-MAZURSKIE,2015,10,81,394,238,384
28,WARMIŃSKO-MAZURSKIE,2015,11,94,417,231,324
28,WARMIŃSKO-MAZURSKIE,2015,12,90,408,258,362
30,WIELKOPOLSKIE,2015,9,188,893,465,724
30,WIELKOPOLSKIE,2015,10,209,1007,483,855
30,WIELKOPOLSKIE,2015,11,221,1128,505,843
30,WIELKOPOLSKIE,2015,12,227,1029,503,883
32,ZACHODNIOPOMORSKIE,2015,9,127,477,249,389
32,ZACHODNIOPOMORSKIE,2015,10,110,521,284,456
32,ZACHODNIOPOMORSKIE,2015,11,141,522,290,414
32,ZACHODNIOPOMORSKIE,2015,12,132,541,292,460
